actorKey,actorName,presentInWorld,threatClass,level,experience,actionPoints,attack,specialization,specializationLabel,damage,pellets,penetration,damageTypes,skill,attackSkill,hitDifficulty,hitChance,actions,benchmarkAction,actionPointCost,actionsPerTurn,targetArmor,targetArmorCondition,firstActionHealthDamage,firstActionImmediateDamage,firstActionArmorWear,actionsUntilFirstHealthDamage,landedActionsToDefeat,expectedTurnsToDefeat,unarmoredLandedActionsToDefeat,unarmoredExpectedTurnsToDefeat,torsoResistance
parasite:ordinary,Паразит,false,D,4,1700,9,Укус,puncture,Пробивная,9,1,1,piercing:65% + poison:35%,meleeCombat,70,82,89,meleeAttack:2 ОД; aimedMeleeAttack:3 ОД,meleeAttack,2,4,Кожаная броня,250,3,0,6,1,103,28.9,75,21.1,"{""piercing"":2,""slashing"":2,""bludgeoning"":1,""firearm"":2,""energy"":2,""fire"":1,""cryo"":1,""electric"":2,""acid"":1,""poison"":2,""radiation"":2}"
parasite:ordinary,Паразит,false,D,4,1700,9,Хватка,shear,Захват и разрыв,7,1,0,slashing:100%,meleeCombat,70,82,89,meleeAttack:4 ОД; aimedMeleeAttack:5 ОД,meleeAttack,4,2,Кожаная броня,250,0,0,7,30,133,74.7,97,54.5,"{""piercing"":2,""slashing"":2,""bludgeoning"":1,""firearm"":2,""energy"":2,""fire"":1,""cryo"":1,""electric"":2,""acid"":1,""poison"":2,""radiation"":2}"
zetan:scout,Дзетан-разведчик,false,B,42,137550,11,Удар,impact,Силовая,60,1,1,bludgeoning:100%,meleeCombat,145,82,95,meleeAttack:5 ОД; aimedMeleeAttack:6 ОД,meleeAttack,5,2,"Боевая броня, усиленная",1011,23,23,56,1,22,11.6,12,6.3,"{""piercing"":38,""slashing"":42,""bludgeoning"":32,""firearm"":30,""energy"":38,""fire"":15,""cryo"":23,""electric"":32,""acid"":23,""poison"":42,""radiation"":46}"
zetan:warrior,Дзетан-штурмовик,false,A,64,315200,13,Удар,impact,Силовая,105,2,3,bludgeoning:100%,meleeCombat,180,82,95,meleeAttack:7 ОД; aimedMeleeAttack:8 ОД,meleeAttack,7,1,Силовая броня T-60,3400,0,0,158,23,29,30.5,7,7.4,"{""piercing"":68,""slashing"":75,""bludgeoning"":56,""firearm"":54,""energy"":68,""fire"":26,""cryo"":41,""electric"":56,""acid"":41,""poison"":75,""radiation"":83}"
super-mutant:ordinary:skirmisher,Супермутант-застрельщик,true,C,22,39050,12,Кулаки,impact,Силовая,50,1,1,bludgeoning:100%,meleeCombat,105,82,95,meleeAttack:4 ОД; aimedMeleeAttack:5 ОД,meleeAttack,4,3,Боевая броня,650,27,27,35,1,22,7.7,14,4.9,"{""piercing"":22,""slashing"":24,""bludgeoning"":18,""firearm"":17,""energy"":12,""fire"":8,""cryo"":13,""electric"":8,""acid"":13,""poison"":19,""radiation"":22}"
super-mutant:ordinary:fighter,Супермутант-боец,true,B,30,71250,12,Кулаки,impact,Силовая,50,1,1,bludgeoning:100%,meleeCombat,130,82,95,meleeAttack:4 ОД; aimedMeleeAttack:5 ОД,meleeAttack,4,3,"Боевая броня, усиленная",1011,13,13,56,1,28,9.8,14,4.9,"{""piercing"":34,""slashing"":38,""bludgeoning"":29,""firearm"":27,""energy"":19,""fire"":13,""cryo"":21,""electric"":13,""acid"":21,""poison"":30,""radiation"":34}"
super-mutant:ordinary:brute,Супермутант-громила,true,B,34,90950,12,Кулаки,impact,Силовая,50,1,1,bludgeoning:100%,meleeCombat,132,82,95,meleeAttack:4 ОД; aimedMeleeAttack:5 ОД,meleeAttack,4,3,"Боевая броня, усиленная",1011,13,13,56,1,28,9.8,14,4.9,"{""piercing"":43,""slashing"":48,""bludgeoning"":36,""firearm"":35,""energy"":24,""fire"":17,""cryo"":26,""electric"":17,""acid"":26,""poison"":38,""radiation"":43}"
super-mutant:ordinary:enforcer,Супермутант-силовик,true,B,38,113050,12,Кулаки,impact,Силовая,50,1,1,bludgeoning:100%,meleeCombat,134,82,95,meleeAttack:4 ОД; aimedMeleeAttack:5 ОД,meleeAttack,4,3,"Боевая броня, усиленная",1011,13,13,56,1,28,9.8,14,4.9,"{""piercing"":55,""slashing"":62,""bludgeoning"":34,""firearm"":52,""energy"":26,""fire"":13,""cryo"":29,""electric"":18,""acid"":29,""poison"":42,""radiation"":47}"
super-mutant:ordinary:butcher,Супермутант-мясник,true,B,42,137550,12,Кулаки,impact,Силовая,50,1,1,bludgeoning:100%,meleeCombat,138,82,95,meleeAttack:4 ОД; aimedMeleeAttack:5 ОД,meleeAttack,4,3,"Боевая броня, усиленная",1011,13,13,56,1,28,9.8,14,4.9,"{""piercing"":61,""slashing"":70,""bludgeoning"":38,""firearm"":58,""energy"":29,""fire"":15,""cryo"":32,""electric"":20,""acid"":32,""poison"":46,""radiation"":52}"
super-mutant:ordinary:master,Супермутант-мастер,true,A,50,193750,14,Кулаки,impact,Силовая,50,1,1,bludgeoning:100%,meleeCombat,174,82,95,meleeAttack:4 ОД; aimedMeleeAttack:5 ОД,meleeAttack,4,3,Силовая броня T-60,3400,0,0,75,47,60,21.1,14,4.9,"{""piercing"":71,""slashing"":82,""bludgeoning"":44,""firearm"":68,""energy"":34,""fire"":17,""cryo"":37,""electric"":24,""acid"":37,""poison"":54,""radiation"":61}"
super-mutant:ordinary:heavy,Супермутант-тяжёлый стрелок,true,A,56,242200,13,Кулаки,impact,Силовая,50,1,1,bludgeoning:100%,meleeCombat,170,82,95,meleeAttack:4 ОД; aimedMeleeAttack:5 ОД,meleeAttack,4,3,Силовая броня T-60,3400,0,0,75,47,60,21.1,14,4.9,"{""piercing"":82,""slashing"":94,""bludgeoning"":51,""firearm"":78,""energy"":39,""fire"":20,""cryo"":43,""electric"":27,""acid"":43,""poison"":62,""radiation"":70}"
super-mutant:ordinary:firestarter,Супермутант-огнемётчик,true,A,58,259550,13,Кулаки,impact,Силовая,50,1,1,bludgeoning:100%,meleeCombat,170,82,95,meleeAttack:4 ОД; aimedMeleeAttack:5 ОД,meleeAttack,4,3,Силовая броня T-60,3400,0,0,75,47,60,21.1,14,4.9,"{""piercing"":76,""slashing"":86,""bludgeoning"":47,""firearm"":72,""energy"":36,""fire"":18,""cryo"":40,""electric"":25,""acid"":40,""poison"":58,""radiation"":65}"
super-mutant:ordinary:overlord,Супермутант-владыка,true,A,62,296050,14,Кулаки,impact,Силовая,50,1,1,bludgeoning:100%,meleeCombat,182,82,95,meleeAttack:4 ОД; aimedMeleeAttack:5 ОД,meleeAttack,4,3,Силовая броня T-60,3400,0,0,75,47,60,21.1,14,4.9,"{""piercing"":92,""slashing"":106,""bludgeoning"":57,""firearm"":88,""energy"":44,""fire"":22,""cryo"":48,""electric"":31,""acid"":48,""poison"":70,""radiation"":79}"
super-mutant:ordinary:primus,Супермутант-примус,true,A,70,376250,15,Кулаки,impact,Силовая,50,1,1,bludgeoning:100%,meleeCombat,195,82,95,meleeAttack:4 ОД; aimedMeleeAttack:5 ОД,meleeAttack,4,3,Силовая броня T-60,3400,0,0,75,47,60,21.1,14,4.9,"{""piercing"":110,""slashing"":126,""bludgeoning"":68,""firearm"":105,""energy"":53,""fire"":26,""cryo"":58,""electric"":37,""acid"":58,""poison"":84,""radiation"":95}"
super-mutant:ordinary:warlord,Супермутант-военачальник,true,S,82,514550,17,Кулаки,impact,Силовая,50,1,1,bludgeoning:100%,meleeCombat,210,82,95,meleeAttack:4 ОД; aimedMeleeAttack:5 ОД,meleeAttack,4,4,Силовая броня T-65,4800,0,0,75,65,78,20.5,14,3.7,"{""piercing"":158,""slashing"":180,""bludgeoning"":98,""firearm"":150,""energy"":75,""fire"":38,""cryo"":83,""electric"":53,""acid"":83,""poison"":120,""radiation"":135}"
super-mutant:nightkin:master,Ночной охотник-мастер,true,A,60,277500,16,Кулаки,impact,Силовая,80,1,2,bludgeoning:100%,meleeCombat,195,82,95,meleeAttack:5 ОД; aimedMeleeAttack:6 ОД,meleeAttack,5,3,Силовая броня T-60,3400,0,0,120,30,38,13.3,9,3.2,"{""piercing"":79,""slashing"":90,""bludgeoning"":49,""firearm"":75,""energy"":38,""fire"":19,""cryo"":41,""electric"":26,""acid"":41,""poison"":60,""radiation"":68}"
